,Short,Long,Rating
4074,"Nice product, but take the metal body type.","The Good Part:
The storage capacity is great.
The design is cute and can be attached with a key chain ring.
:
Suggestion to Customers:
Please go for a Metal Body type for durability.
:
The Speed:
C type: Took 1.5 hrs to transfer the files from POCO mobile at full PenDrive capacity (28.6 GB).
A type: Took half an hour to transfer the 28.6 GB files from PenDrive to Laptop.
:
Heating Problem:
C type: Pretty high (as expected though).
A type: Moderate.",4
4075,Think twice before purchasing it!,"The pendrive is really bad. It gets extremely hot while using it with my ipad pro. And thats not even why i gave it a 1 star. The pendrive came out from its bodycover only after some days of using it. The main material came out of the outer body and i dont know, if its a manufacturing defect of this particular product or it is the same for all. But i didnt like it and will never purchase it again.",1
4076,"Awesome purchase , Great Product must buy , very useful in High speed data transfer","This product is awesome ,
build quality is good ,
unique design,
USB Version 3.0 with Type C slot,
Speed is Awesome, normal usb speed , writing 15mbps, reading 35mbps,
3.0 usb speed , writing 35mbps, reading 95mbps (tested)
Want really high speed data transfer , then this is Great Product In valuable price range, must buy...",5
4077,Worried about my mobile OnePlus 7t but it was connected successfully,First of all I was worried about returning this because I'm using OnePlus 7t when this pendrive delivered to me the first thing I did is trying to connect to my mobile but no response it was not showing anything and I tried to connect my laptop it was connected successfully after that again I tried connect to my mobile it was connected successfully🤷🏻‍♂️ finally I'm very satisfied it can be connect to OnePlus 7t aslo,5
4078,"Good and fine , Only 114 GB out of 128GB","Only 114 GB out of 128GB
Good and light weight
Fast as expected
Type C port working fine
Read write speed is as expected
A decent pendrive

But its made of plastic
A normal plastic body
I always prefer metal body

Anyway it's fine and good
Thanks Amazon",4
4079,Compact device which is faster and versatile.,"There is decent storage capacity slightly lower than general around 120 GB.
This pendrive get very hot while in usage. it's very bad thing for a storage device.
It works on different devices perfectly, I have used it now for 2 months.
In terms of Speed, I can say it is fast. You can get good speed on USB 3.0 ports.
I have bought it on sale so I have found it more value for money that time and also with great offers with it.",4
4080,Nice,"Available capacity 30.75 gb. Very compact and light weight. Looks delicate -especially the USB A side port is plastic not metal. Plastic is bit thin in this area.
Was able to just plug in and connect to my moto x4 without installing any other app. Have not tried connecting to computer yet. I am not too keen on data transfer speeds,etc. So, no comments in that area.",5
4081,AWW THATS HOT....THATS HOT,Only 58GB is usable out of the advertised 64 but thats just how these things work. It feels very fragile but is compact and very lightweight. Worked flawlessly with both my usbc phone and laptop with around 30mbps sustained transfer speed. The only problem is how HOT it gets if used continuously for like 30 mins( idling while just plugged in) or when big transfers are made. I dont know if this is normal or something to be concerned about lol.,4
4082,Not supported with PC/Android TV/Smartphone at the same time.,"Plastic built is a major down point. At this price and considering the use (On The Go). Metallic built is necessary.
Please go for other options if you are willing to buy an otg pendrive.

Another down point is you can only use this with pc/android tv/mobile at the same time if you are using FAT32 file system, which restricts you to transfer file of more that 4GB. and if you manage to format this in exFAT then you can only transfer data between mobile and PC, since most of the android TV out there do not support EXFAT.

So the purpose of purchasing a 64 GB pendrive is defeated. As if you wish you to transfer a 10gb video file to pendrive and then play it on android Tv. Sorry to say but u can't.",2
4083,Your item is damn bad quality and its not a dual function pendrive..you cheated on me,It says it's both compatible with both phone and laptop or a a desktop but it's not compatible with with the phone..since i need a pendrive so much coz of having a presentation I dint return it since I am able to use use it either with a desktop or laptop..but as far as they have mentioned in the item details it's totally not ..m very upset paying extra money for this..but Amazon has cheated to many customers like me..m not happy at all with this purchase because of not giving the information properly..i want to return this if possible..coz you hv cheated on me,1
4084,Ok pendrive with tremendous heating issues.,"Pen drive is sleek and good looking. Made up of plastic. So durability will be an issue. Overall a good product with option of a key ring Insertion. Just one issue. Pen drive heats up pretty quickly. It's not that I haven't observed heating issues in my earlier pen drives but this one heats up quite fast and within 3-4 mins of use. Heat is so much that sometimes it becomes too hot even to touch.
Not for prolonged uses.",3
4085,Good.. But not Perfect..,"CONS:

1.) The storage capacity of the USB received is 30.75GB instead of 32GB.
2.) The device does have heating issues while transferring data.

PROS:

1.) Very sleek and easy to use design.
2.) Serves dual purpose (USB+Type C) at an affordable price.",4
4086,Nice product,"Nice product with good quality yete, performance yet to check..

After couple of months I used this product and updating my review here...
The product is really awesome for both mobile 📲 and Laptop 💻 Computer 🖥️ aswell",5
4087,Good product with low quality plastic body,"Product performance -read write speed: are mentioned.
Low quality plastic body. USB-A side get bends inward with a thumb press.
Pen-drive gets heat-up very fast & feel the cheap plastic body may melt down.
getting higher read speed on USB-c thunderbolt port.
Available memory capacity shows only 57GB for a 64GB drive, which below par.",3
4088,A Tiny but Powerful Instrument . . .,"I ordered this product, received in time, packaging was apt, Product was undamaged and works nicely with my Redmi Note 9 Pro Max. Very easy to use if U install the Android Application which works as an Interface between your Cell Phone and the USB Drive. I am surprised that the Application also give you freedom of Backing Up the specific categories of files or General Backup.

If you are thinking to Buy this one, please go ahead without hesitation.",5
