,Short,Long,Rating
7572,review,Canon 1500D is best suited for begginer and I received the product in the second day of my order.The price is affordable for the facility offered.It support auto focus and the lens can also be changed.It also support NFC and WIFI.,5
22301,Really Nice,Overall good but need to udgrade.....,4
22173,Good quality product,GOOD PRODUCT FOR PRIZE RENG,4
10714,Worst experience ever!,After using a month my phone work slowly and whenever I on mobile data at that time mobile hanged while a minute,1
815,Value for money,"Value for money.
Sound quality is really very good
But a bit tight for the ears..",4
13125,Could be way better,Build quality is poor,2
13394,Careful!!!,"Clarity, bass, vocals was good. But just after a month, one earbud stopped working.",2
3454,Mind Blowing,"Sucha quality product
Very excited
Go the product within 2 days
If u want to use in home it's a best option
Product mrp is 3860 i bought the product just for 3, 099",5
6798,Good one..,"Prestige products are becoming worse day by day!! All my life I have purchased prestige products. But now the quality, performance is below average. I’m returning this and buying different brand.",5
12312,Horrible,do not purchase this product because in this cost so many headphone is good,1
8810,Best in Class,Glaring makes us to difficult to watch moviedisplay has some wavy disturbance. this makes is difficult in viewing,5
12413,Terrible product,very bad,1
2698,Still not clear about buying iphone 11,"Overall a good package some improvements on xr
Don’t buy 64 gb as apps size is more in iphone so not enough in my view rest ur wish
Impressive camera
Avg battery
Smooth experience
Avg speakers
Good display
Powerful processor
Cool customisation and features
And lot more still finding
If u hav budget then go for it or u can wait if u want new model and hav no issue with money or can go for 12
If u r bored with android then try this
Want to try apple then go for it its great really
Review may varies from person to person…",4
652,Not as expected,I think it is first copy kind of product. Sound quality and material isn't as expected. Little bit confused after purchase. So hard that cause earache in 10 min,1
7428,Frod,For tech illiterates like me please write in bold that this camera cannot record sound and neither can an external mike be used in this model. Please don't buy this camera if you intend to record videos.,5
20072,Nice,Love it,3
6110,Such things lacks interest in buying online,"Delivers more than what promised. An asset in the kitchen.
The first thing we used it for was to grind a garam masala mix from whole spices - large cardamom to bay leaf. The grinder did it in less than 90 secs and more effectively than the normal standard mixer/grinder.",2
16790,Nice product,"It will definitely be nice to hear, definitely try it once !!",4
2798,Gud,I think no need to mention in brief 😂😂😂 as it's a iphone but battery backup is very gud I get whole day I use for call social media n playing games n camera quality as usual osm but struggles in low light a bit n face unlock in oms in any condition overall osm .,5
6615,Don’t go for this.,"dear sir

i want to return this mixer jar, due to very poor quality and jar base is damaged with in 20 days and motor firing smell is bad.

reg.

T.S.RAO",1
3623,Rock,Its only for 5 papers to print use full.after 5 papers ..catrige ink over..we can buy agin catrige or ink ..u can refil the catrige 5 papers only print over the ink,1
6543,Good quality,"It's noisy, one of the jars was probably damaged and leaks on usage, however noticed it after using hence couldn't return.",5
18389,Could be way better,This product is graet but it's blood pressure feature works doesn't work better that is measured wrong data and cheat us,2
21532,Worth the money,Display is very easy to break. The top layer of glass is kinda weak. There is no protective layer or its not made up of gorilla glass. So you should use it very carefully. Otherwise watch is amazing,4
12178,Did not meet expectations,The wire is not of braided cable. Misleading information mentioned in the specification of the product. Sound quality is awful. Bass is fading. Really disappointed ☹️,1
21738,Delightful,Nice....👍,4
17762,Nice,Nice product but the Jar are not gud.. holder...,3
15477,Decent product,okay okay products not so much good or bed,3
2494,My power adopter doesn’t work,"Your browser does not support HTML5 video.
 My charger is not working and phone is also over heate after using sometime",3
10832,Waste of money!,Worst product ever saw in my life . music player not working properly. Don't purchase these garbage.,1
16381,Value-for-money,"It is good but ,its look good in pic only.",4
790,Sounds are audible to others too,Sounds good but if somone is near or in the house they can also hear the music,3
18836,Not good,"GOOD TOY FOR KIDS
ZERO AQURACY

BP Monitor and Oximeter readings are only for play purpose, Readings are not Dependable. BP monitor aquracy is zero.",2
5796,Value for money,Its Good....,5
4635,Fake drive and product is not returnable,"Was not able to format first time expected better product from Amazon/ sandisk, product is not returnable , hope they send genuine item this time",1
12562,Bad quality,Good But camera quality is not enough,2
21111,Good quality product,Just like,4
4360,Good product! Value for money,"It's storage capacity is okay and I'm happy with its size. Pluse it's classy and cute. And due to it's small size, it's portable.",5
4906,Perfect Size & Speed,Perfect...28GB usable.....tiny pendrive look cute tho....speed average...80 -120mbps,5
2465,Apple now become smart seller,"Processor- till now only few applications I have downloaded and operated, but first time I have seen that now it’s very easy to download app in apple store & without charge(seems weird) ...in the times when fake phones are available & sold through same platform. Few applications struck during operation and I need to forcefully close it to come out of that app. It’s happening from first day....feels weird after spending 60k
Camera - it looks normal as compared what apple claims.
Headphones- poor quality, I have used I phone headphone in past & their quality is much better than what I have received. Wire quality is pathetic. Even Rs.700 senisser quality is much better.

Charger- similar to headphone they also seems pathetic, so thin & delicate that you will start doubting about their life.

Charging time- it took almost 3.5-4 hours tafri complete charge & just 2 hour to completely drained out if you are using in continuous.

Still I am looking for more clues so this phone feels me genuine & worth of my spending",3
21711,Worth the money,"It arrives as expected. It is exectly same as shown in photo. All the features as same. Just one concern if you use all the features at a time , it will eat your smart watch and mobile's battery very fast.",4
